NS_SQUID,F_SQUID,NS_Fluxgate,EW_Fluxgate,Z_Fluxgate
2.2553,-235.584,10930.3839,-84.1756,-22672.4619
2.2531,-235.5863,10930.3839,-84.1756,-22672.4619
2.2472,-235.5839,10930.3813,-84.1866,-22672.4681
2.2404,-235.5903,10930.3882,-84.2716,-22672.4782
2.246,-235.5911,10930.3882,-84.2716,-22672.4782
2.2475,-235.5822,10930.412,-84.2863,-22672.5305
2.2556,-235.584,10930.414,-84.286,-22672.5215
2.2531,-235.5779,10930.414,-84.286,-22672.5215
2.2585,-235.5822,10930.4157,-84.2524,-22672.6141
2.2546,-235.5794,10930.4157,-84.2524,-22672.6141
2.2524,-235.5783,10930.3985,-83.9583,-22672.6729
2.2535,-235.585,10930.3952,-83.9265,-22672.6891
2.2517,-235.5862,10930.3952,-83.9265,-22672.6891
2.2524,-235.5957,10930.3751,-83.6268,-22672.7517
2.2501,-235.5971,10930.3751,-83.6268,-22672.7517
2.2526,-235.5895,10930.3868,-83.6059,-22672.7599
2.2546,-235.5886,10930.3909,-83.6021,-22672.7494
2.2511,-235.5914,10930.3909,-83.6021,-22672.7494
2.2511,-235.5914,10930.3911,-83.5595,-22672.7244
2.2545,-235.5964,10930.3911,-83.5595,-22672.7244
2.2532,-235.5865,10930.3826,-83.5398,-22672.7578
2.2563,-235.5836,10930.3726,-83.549,-22672.7252
2.2559,-235.5855,10930.3726,-83.549,-22672.7252
2.2564,-235.5756,10930.3768,-83.5481,-22672.7247
2.2563,-235.5809,10930.3768,-83.5481,-22672.7247
2.2574,-235.5856,10930.3766,-83.5265,-22672.766
2.257,-235.5886,10930.38,-83.5087,-22672.814
2.2557,-235.5945,10930.38,-83.5087,-22672.814
2.2536,-235.5888,10930.3914,-83.4921,-22672.8384
2.2566,-235.5932,10930.3914,-83.4921,-22672.8384
2.2531,-235.601,10930.3955,-83.5152,-22672.7748
2.2534,-235.5971,10930.3993,-83.633,-22672.6875
2.2512,-235.5971,10930.3993,-83.633,-22672.6875
2.2514,-235.5917,10930.4034,-83.8861,-22672.6537
2.2526,-235.591,10930.4034,-83.8861,-22672.6537
2.2515,-235.5958,10930.3984,-83.9729,-22672.6401
2.2495,-235.583,10930.3997,-84.0411,-22672.6691
2.2525,-235.5803,10930.3997,-84.0411,-22672.6691
2.255,-235.5985,10930.3987,-84.0109,-22672.5872
2.2504,-235.6044,10930.3987,-84.0109,-22672.5872
2.2504,-235.5913,10930.4078,-84.0088,-22672.5966
2.2513,-235.583,10930.4097,-83.996,-22672.5768
2.2501,-235.5861,10930.4097,-83.996,-22672.5768
2.2437,-235.5855,10930.4137,-83.9939,-22672.5279
2.2504,-235.5952,10930.4137,-83.9939,-22672.5279
2.25,-235.5951,10930.41,-83.9874,-22672.5162
2.2518,-235.594,10930.3984,-83.7762,-22672.3669
2.2484,-235.5961,10930.3984,-83.7762,-22672.3669
2.2434,-235.5925,10930.3754,-83.6024,-22672.4069
2.2439,-235.5913,10930.3754,-83.6024,-22672.4069
2.2448,-235.5881,10930.3754,-83.6024,-22672.4069
2.2488,-235.5851,10930.3817,-83.6423,-22672.5828
2.2486,-235.5889,10930.3817,-83.6423,-22672.5828
2.248,-235.5882,10930.3862,-83.6265,-22672.6115
2.2476,-235.5906,10930.3904,-83.6136,-22672.6191
2.2468,-235.5952,10930.3904,-83.6136,-22672.6191
2.2388,-235.6055,10930.3751,-83.5324,-22672.563
2.2353,-235.6012,10930.3751,-83.5324,-22672.563
2.237,-235.5878,10930.3605,-83.5091,-22672.5653
2.2405,-235.5885,10930.3525,-83.4983,-22672.5428
2.2416,-235.5939,10930.3525,-83.4983,-22672.5428
2.2411,-235.5847,10930.359,-83.5182,-22672.5461
2.2447,-235.5852,10930.359,-83.5182,-22672.5461
2.2381,-235.6059,10930.3676,-83.5488,-22672.5746
2.2363,-235.6193,10930.3784,-83.5591,-22672.5817
2.2369,-235.604,10930.3784,-83.5591,-22672.5817
2.2365,-235.6019,10930.359,-83.6184,-22672.5141
2.2378,-235.6058,10930.359,-83.6184,-22672.5141
2.2411,-235.6049,10930.3546,-83.6195,-22672.4909
2.2408,-235.613,10930.3527,-83.6152,-22672.4889
2.2387,-235.6003,10930.3527,-83.6152,-22672.4889
2.2416,-235.5963,10930.3653,-83.6184,-22672.5193
2.2381,-235.5903,10930.3653,-83.6184,-22672.5193
2.2363,-235.5986,10930.3708,-83.5986,-22672.5583
2.2364,-235.5982,10930.378,-83.5895,-22672.5564
2.237,-235.5933,10930.378,-83.5895,-22672.5564
2.2336,-235.5937,10930.3694,-83.5631,-22672.5746
2.2351,-235.6024,10930.3694,-83.5631,-22672.5746
2.2275,-235.6007,10930.3707,-83.5676,-22672.5706
2.2286,-235.6006,10930.3621,-83.543,-22672.5842
2.2313,-235.6002,10930.3621,-83.543,-22672.5842
2.2273,-235.6102,10930.348,-83.6658,-22672.5487
2.2282,-235.6042,10930.348,-83.6658,-22672.5487
2.2224,-235.6049,10930.3512,-83.7235,-22672.5249
2.2253,-235.5988,10930.3666,-83.9242,-22672.5516
2.2298,-235.599,10930.3666,-83.9242,-22672.5516
2.2293,-235.5974,10930.3862,-84.0694,-22672.5467
2.2273,-235.5958,10930.3862,-84.0694,-22672.5467
2.228,-235.604,10930.378,-84.0904,-22672.5438
2.2246,-235.6115,10930.3711,-84.0932,-22672.4266
2.227,-235.6144,10930.3711,-84.0932,-22672.4266
2.2227,-235.6071,10930.3795,-84.1154,-22672.4839
2.2243,-235.5973,10930.3795,-84.1154,-22672.4839
2.2109,-235.6254,10930.3798,-84.1159,-22672.4834
2.1761,-235.6698,10930.3871,-84.1156,-22672.6017
2.184,-235.6627,10930.3871,-84.1156,-22672.6017
2.2178,-235.6092,10930.3787,-84.2056,-22672.5892
2.1969,-235.6422,10930.3809,-84.204,-22672.5948
2.2142,-235.6025,10930.3809,-84.204,-22672.5948
2.2214,-235.597,10930.3815,-84.2929,-22672.5814
2.2199,-235.5993,10930.3815,-84.2929,-22672.5814
2.2233,-235.6055,10930.3695,-84.2421,-22672.5187
2.2237,-235.603,10930.3642,-84.2205,-22672.5392
2.2217,-235.5992,10930.3642,-84.2205,-22672.5392
2.2169,-235.6005,10930.376,-84.0596,-22672.5166
2.2219,-235.5881,10930.376,-84.0596,-22672.5166
2.2206,-235.5938,10930.3908,-83.9892,-22672.5217
2.2214,-235.5985,10930.3963,-83.9964,-22672.5062
2.2201,-235.5964,10930.3963,-83.9964,-22672.5062
2.2183,-235.5932,10930.3864,-84.0885,-22672.5077
2.2168,-235.5978,10930.3864,-84.0885,-22672.5077
2.2194,-235.5907,10930.3755,-84.1325,-22672.5504
2.2221,-235.5881,10930.3706,-84.1413,-22672.5426
2.2167,-235.6106,10930.3706,-84.1413,-22672.5426
2.2162,-235.5992,10930.3823,-84.1203,-22672.564
2.2116,-235.6137,10930.3823,-84.1203,-22672.564
2.2215,-235.5981,10930.3869,-84.101,-22672.5657
2.2239,-235.6045,10930.3817,-84.0897,-22672.5702
2.2195,-235.5943,10930.3817,-84.0897,-22672.5702
2.2263,-235.5976,10930.363,-84.0845,-22672.5745
2.224,-235.6047,10930.363,-84.0845,-22672.5745
2.2242,-235.6022,10930.3528,-83.9789,-22672.5755
2.2281,-235.5915,10930.3639,-83.9407,-22672.5677
2.2239,-235.6148,10930.3639,-83.9407,-22672.5677
2.2278,-235.6168,10930.3673,-83.8174,-22672.5974
2.2311,-235.6206,10930.3673,-83.8174,-22672.5974
2.2394,-235.5959,10930.3781,-83.8006,-22672.5918
2.2384,-235.5938,10930.3667,-83.6428,-22672.5404
2.2366,-235.5872,10930.3667,-83.6428,-22672.5404
2.2377,-235.5962,10930.3701,-83.5128,-22672.5056
2.2371,-235.5906,10930.3701,-83.5128,-22672.5056
2.2395,-235.588,10930.3665,-83.518,-22672.5094
2.2414,-235.5833,10930.3572,-83.5395,-22672.6193
2.2423,-235.5895,10930.3572,-83.5395,-22672.6193
2.245,-235.5928,10930.3423,-83.5887,-22672.5729
2.2433,-235.587,10930.3423,-83.5887,-22672.5729
2.2419,-235.5843,10930.3456,-83.5887,-22672.5776
2.2445,-235.5796,10930.3603,-83.5766,-22672.4952
2.2495,-235.5941,10930.3603,-83.5766,-22672.4952
2.2491,-235.5814,10930.3674,-83.5199,-22672.542
2.2436,-235.6055,10930.3672,-83.5205,-22672.5544
2.2486,-235.5845,10930.3672,-83.5205,-22672.5544
2.2476,-235.5835,10930.361,-83.5086,-22672.6562
2.2568,-235.5758,10930.361,-83.5086,-22672.6562
2.2564,-235.5778,10930.3591,-83.5326,-22672.6559
2.255,-235.5915,10930.3587,-83.5231,-22672.6246
2.2548,-235.5863,10930.3587,-83.5231,-22672.6246
2.254,-235.5948,10930.3624,-83.5919,-22672.5551
2.2594,-235.5783,10930.3624,-83.5919,-22672.5551
2.2604,-235.5786,10930.3707,-83.5793,-22672.63
2.2581,-235.5823,10930.3777,-83.5896,-22672.6331
2.2598,-235.5786,10930.3777,-83.5896,-22672.6331
2.265,-235.5749,10930.3951,-83.6015,-22672.723
2.2634,-235.5822,10930.3951,-83.6015,-22672.723
2.2677,-235.5851,10930.4082,-83.593,-22672.7423
2.2679,-235.5764,10930.4038,-83.6142,-22672.7582
2.2641,-235.5728,10930.4038,-83.6142,-22672.7582
2.2688,-235.5759,10930.3825,-83.5823,-22672.7478
2.2661,-235.5703,10930.3825,-83.5823,-22672.7478
2.2719,-235.5717,10930.3763,-83.6055,-22672.664
2.2709,-235.5772,10930.3584,-83.6419,-22672.5749
2.2733,-235.5758,10930.3584,-83.6419,-22672.5749
2.2732,-235.5757,10930.383,-83.9066,-22672.4523
2.2743,-235.5834,10930.383,-83.9066,-22672.4523
2.2746,-235.5749,10930.3838,-84.0098,-22672.4526
2.2759,-235.593,10930.4075,-84.0692,-22672.4824
2.2819,-235.5709,10930.4075,-84.0692,-22672.4824
2.2827,-235.5703,10930.407,-84.0483,-22672.4911
2.2844,-235.5761,10930.407,-84.0483,-22672.4911
2.2824,-235.5815,10930.4063,-84.0689,-22672.4915
2.2868,-235.5842,10930.3871,-84.0906,-22672.5078
2.2857,-235.58,10930.3871,-84.0906,-22672.5078
2.2871,-235.5741,10930.3956,-84.059,-22672.5202
2.2932,-235.5672,10930.3956,-84.059,-22672.5202
2.291,-235.5724,10930.4,-84.0413,-22672.5155
2.2925,-235.5735,10930.4126,-84.0665,-22672.5086
2.2938,-235.5694,10930.4126,-84.0665,-22672.5086
2.2944,-235.5693,10930.4134,-84.1724,-22672.4976
2.2968,-235.5644,10930.4134,-84.1724,-22672.4976
2.297,-235.5671,10930.4131,-84.1779,-22672.487
2.3014,-235.565,10930.4125,-84.13,-22672.4794
2.3053,-235.5661,10930.4125,-84.13,-22672.4794
2.3083,-235.5571,10930.3962,-84.0794,-22672.4341
2.3067,-235.5597,10930.3962,-84.0794,-22672.4341
2.3071,-235.5588,10930.3962,-84.0794,-22672.4341
2.3055,-235.5644,10930.3855,-83.9245,-22672.3992
2.3074,-235.5615,10930.3855,-83.9245,-22672.3992
2.3098,-235.5649,10930.385,-83.663,-22672.4675
2.3197,-235.5751,10930.3801,-83.6326,-22672.4669
2.3219,-235.5659,10930.3801,-83.6326,-22672.4669
2.3157,-235.5815,10930.3763,-83.5923,-22672.4755
2.3144,-235.5627,10930.3763,-83.5923,-22672.4755
2.3238,-235.582,10930.3883,-83.7963,-22672.4256
2.3201,-235.5623,10930.3942,-83.8606,-22672.4445
2.3218,-235.561,10930.3942,-83.8606,-22672.4445
2.3208,-235.5703,10930.4092,-84.0543,-22672.5493
2.3218,-235.5601,10930.4092,-84.0543,-22672.5493
2.3265,-235.5621,10930.415,-84.0201,-22672.6088
2.3327,-235.5573,10930.4205,-84.0051,-22672.6405
2.324,-235.567,10930.4205,-84.0051,-22672.6405
2.3283,-235.5607,10930.427,-83.9897,-22672.5653
2.3305,-235.5581,10930.427,-83.9897,-22672.5653
2.3338,-235.5543,10930.4152,-83.9924,-22672.542
2.3326,-235.5551,10930.4144,-83.9948,-22672.578
2.332,-235.5572,10930.4144,-83.9948,-22672.578
2.3356,-235.5598,10930.4004,-83.968,-22672.6179
2.3385,-235.5578,10930.4004,-83.968,-22672.6179
2.3378,-235.5545,10930.4031,-83.9545,-22672.6467
2.337,-235.5581,10930.4029,-83.9092,-22672.6266
2.3371,-235.5552,10930.4029,-83.9092,-22672.6266
2.3369,-235.5602,10930.4185,-83.8937,-22672.6643
2.3405,-235.5577,10930.4185,-83.8937,-22672.6643
2.3337,-235.5709,10930.4157,-83.9106,-22672.6423
2.3384,-235.5871,10930.4235,-83.9708,-22672.6296
2.3193,-235.5925,10930.4235,-83.9708,-22672.6296
2.3372,-235.5817,10930.426,-84.0859,-22672.5915
2.345,-235.5609,10930.426,-84.0859,-22672.5915
2.3437,-235.5632,10930.43,-84.0907,-22672.5736
2.3423,-235.5666,10930.4245,-84.1816,-22672.5604
2.3438,-235.5618,10930.4245,-84.1816,-22672.5604
2.3448,-235.5721,10930.4345,-84.083,-22672.5811
2.3383,-235.5623,10930.4345,-84.083,-22672.5811
2.3489,-235.5604,10930.4324,-84.0788,-22672.5806
2.345,-235.5623,10930.4361,-84.0697,-22672.5243
2.3495,-235.5609,10930.4361,-84.0697,-22672.5243
2.344,-235.568,10930.4238,-84.1756,-22672.4562
2.3507,-235.556,10930.4238,-84.1756,-22672.4562
2.3458,-235.5611,10930.4238,-84.1756,-22672.4562
2.3502,-235.5609,10930.4309,-84.1779,-22672.5076
2.3559,-235.5586,10930.4309,-84.1779,-22672.5076
2.3519,-235.5628,10930.438,-84.2004,-22672.5453
2.3531,-235.5605,10930.4366,-84.1988,-22672.5509
2.3539,-235.5519,10930.4366,-84.1988,-22672.5509
2.3591,-235.5552,10930.4262,-84.2466,-22672.5174
2.364,-235.5618,10930.4262,-84.2466,-22672.5174
2.3588,-235.5603,10930.4258,-84.1708,-22672.5128
2.3573,-235.5557,10930.4253,-84.1448,-22672.4869
2.346,-235.5821,10930.4253,-84.1448,-22672.4869
2.3422,-235.5913,10930.4313,-84.0387,-22672.5526
2.3564,-235.5652,10930.4313,-84.0387,-22672.5526
2.3604,-235.5666,10930.4236,-84.085,-22672.5142
2.3614,-235.5819,10930.4265,-84.087,-22672.5416
2.3611,-235.5561,10930.4265,-84.087,-22672.5416
2.3665,-235.5574,10930.4276,-83.9984,-22672.5083
2.3679,-235.5687,10930.4276,-83.9984,-22672.5083
2.3638,-235.5828,10930.4294,-83.7938,-22672.5788
2.362,-235.5749,10930.4142,-83.7459,-22672.6318
2.3647,-235.5742,10930.4142,-83.7459,-22672.6318
2.3669,-235.5751,10930.4024,-83.6953,-22672.6368
2.3748,-235.5699,10930.4024,-83.6953,-22672.6368
2.3753,-235.5659,10930.4098,-83.8108,-22672.6235
2.3718,-235.5671,10930.4268,-83.8909,-22672.5771
2.3712,-235.5693,10930.4268,-83.8909,-22672.5771
2.3654,-235.5884,10930.444,-84.0752,-22672.4523
2.3729,-235.565,10930.444,-84.0752,-22672.4523
2.3753,-235.5628,10930.4477,-84.1363,-22672.4038
2.3771,-235.5621,10930.4521,-84.1581,-22672.4194
2.3726,-235.5678,10930.4521,-84.1581,-22672.4194
2.3755,-235.569,10930.4571,-84.1374,-22672.5068
2.3753,-235.5711,10930.4571,-84.1374,-22672.5068
2.3757,-235.5627,10930.4613,-84.1136,-22672.5096
2.3772,-235.5693,10930.4735,-84.0692,-22672.4755
2.3774,-235.5648,10930.4735,-84.0692,-22672.4755
2.3773,-235.5745,10930.4801,-83.9533,-22672.484
2.3784,-235.5748,10930.4801,-83.9533,-22672.484
2.3789,-235.5636,10930.4798,-83.9487,-22672.4792
2.3798,-235.5821,10930.4571,-83.9028,-22672.5098
2.3823,-235.5727,10930.4571,-83.9028,-22672.5098
2.3821,-235.5684,10930.4355,-83.6635,-22672.4848
2.383,-235.5707,10930.4355,-83.6635,-22672.4848
2.3683,-235.5963,10930.4345,-83.643,-22672.4923
2.3713,-235.5843,10930.4328,-83.4334,-22672.4965
2.3869,-235.5682,10930.4328,-83.4334,-22672.4965
2.3909,-235.5551,10930.4579,-83.4063,-22672.5352
2.3936,-235.5621,10930.4596,-83.412,-22672.535
2.3932,-235.5608,10930.4596,-83.412,-22672.535
2.3952,-235.5676,10930.4577,-83.3887,-22672.5411
2.3954,-235.5677,10930.4577,-83.3887,-22672.5411
2.397,-235.5663,10930.4599,-83.5353,-22672.5141
2.3952,-235.56,10930.4599,-83.586,-22672.5179
2.4007,-235.5537,10930.4599,-83.586,-22672.5179
2.4027,-235.5609,10930.4574,-83.8981,-22672.5023
2.4004,-235.5562,10930.4574,-83.8981,-22672.5023
2.3977,-235.5624,10930.4479,-84.043,-22672.5206
2.4055,-235.562,10930.4425,-84.0314,-22672.5329
2.4042,-235.5644,10930.4425,-84.0314,-22672.5329
2.4052,-235.5701,10930.4563,-84.0202,-22672.5304
2.4068,-235.585,10930.4563,-84.0202,-22672.5304
2.4061,-235.5925,10930.4669,-84.0022,-22672.5726
2.4051,-235.5949,10930.4713,-84.0079,-22672.5556
2.4072,-235.5627,10930.4713,-84.0079,-22672.5556
2.4057,-235.5779,10930.4739,-83.9501,-22672.6279
2.4105,-235.5625,10930.4739,-83.9501,-22672.6279
2.4129,-235.5695,10930.475,-83.9424,-22672.588
2.4128,-235.5702,10930.4651,-83.9686,-22672.5736
2.4152,-235.5754,10930.4651,-83.9686,-22672.5736
2.4057,-235.5809,10930.451,-84.0015,-22672.4766
2.3996,-235.5825,10930.451,-84.0015,-22672.4766
2.4161,-235.5602,10930.4534,-84.0079,-22672.5244
2.4172,-235.5606,10930.4578,-83.9692,-22672.5381
2.4162,-235.5615,10930.4578,-83.9692,-22672.5381
2.4161,-235.5667,10930.4933,-83.9847,-22672.6363
2.4166,-235.5628,10930.4933,-83.9847,-22672.6363
2.4184,-235.5689,10930.4946,-83.9697,-22672.6066
2.423,-235.5646,10930.4893,-84.0004,-22672.6141
2.4246,-235.5736,10930.4893,-84.0004,-22672.6141
2.4229,-235.5663,10930.4719,-84.0027,-22672.5742
2.4251,-235.561,10930.4719,-84.0027,-22672.5742
2.4234,-235.5591,10930.4706,-84.0309,-22672.5811
2.4251,-235.5681,10930.4858,-84.0748,-22672.6095
2.4243,-235.5592,10930.4858,-84.0748,-22672.6095
2.4269,-235.5533,10930.4801,-84.1141,-22672.6054
2.4282,-235.5587,10930.4801,-84.1141,-22672.6054
2.4264,-235.566,10930.4779,-84.1111,-22672.6043
2.4275,-235.5702,10930.461,-83.942,-22672.5952
2.4284,-235.5589,10930.461,-83.942,-22672.5952
2.429,-235.5768,10930.465,-83.6531,-22672.6305
2.4339,-235.5612,10930.465,-83.6527,-22672.6286
2.4302,-235.562,10930.465,-83.6527,-22672.6286
2.4325,-235.5576,10930.4785,-83.4166,-22672.6917
2.4332,-235.5702,10930.4785,-83.4166,-22672.6917
2.4344,-235.5581,10930.4744,-83.4705,-22672.6758
2.4361,-235.5586,10930.4708,-83.4734,-22672.6771
2.4293,-235.5549,10930.4708,-83.4734,-22672.6771
2.434,-235.5563,10930.4564,-83.5876,-22672.5865
2.432,-235.5657,10930.4564,-83.5876,-22672.5865
2.4276,-235.5656,10930.4578,-83.5746,-22672.5278
2.431,-235.5618,10930.4553,-83.5854,-22672.4955
2.435,-235.5622,10930.4553,-83.5854,-22672.4955
2.4384,-235.5684,10930.448,-83.5436,-22672.4715
2.433,-235.5841,10930.448,-83.5436,-22672.4715
2.4306,-235.5873,10930.4467,-83.5317,-22672.4897
2.4318,-235.5704,10930.4542,-83.5622,-22672.5381
2.432,-235.5664,10930.4542,-83.5622,-22672.5381
2.4332,-235.5777,10930.4712,-83.6375,-22672.6723
2.4261,-235.5912,10930.4712,-83.6375,-22672.6723
2.4395,-235.5649,10930.4795,-83.6211,-22672.6977
2.4417,-235.561,10930.4769,-83.6102,-22672.7067
2.4419,-235.5826,10930.4769,-83.6102,-22672.7067
2.4414,-235.6112,10930.4751,-83.5962,-22672.7043
2.4417,-235.6108,10930.4751,-83.5962,-22672.7043
2.4436,-235.6046,10930.4765,-83.6096,-22672.7385
2.4462,-235.569,10930.478,-83.6048,-22672.6688
2.4426,-235.5714,10930.478,-83.6048,-22672.6688
2.4402,-235.575,10930.4726,-83.5825,-22672.6394
2.4401,-235.5824,10930.4726,-83.5825,-22672.6394
2.4398,-235.5762,10930.4674,-83.5675,-22672.6239
2.4477,-235.5997,10930.4596,-83.6078,-22672.6565
2.4556,-235.5999,10930.4596,-83.6078,-22672.6565
2.4551,-235.5926,10930.4519,-83.5737,-22672.6223
2.4545,-235.577,10930.4519,-83.5737,-22672.6223
2.4469,-235.5893,10930.4526,-83.5508,-22672.6223
2.4547,-235.5641,10930.4608,-83.4582,-22672.6434
2.4544,-235.5752,10930.4608,-83.4582,-22672.6434
2.4572,-235.5754,10930.4815,-83.5046,-22672.6379
2.4583,-235.5871,10930.4815,-83.5046,-22672.6379
2.4558,-235.5737,10930.4781,-83.5235,-22672.645
2.4581,-235.5783,10930.4767,-83.6576,-22672.5859
2.4621,-235.5803,10930.4767,-83.6576,-22672.5859
2.4627,-235.5792,10930.4618,-83.7372,-22672.5737
2.4594,-235.5785,10930.4618,-83.7372,-22672.5737
2.4655,-235.5763,10930.4618,-83.7372,-22672.5737
2.4604,-235.5882,10930.47,-83.7147,-22672.6188
2.4593,-235.5922,10930.47,-83.7147,-22672.6188
2.4671,-235.5891,10930.4798,-83.9278,-22672.6434
2.471,-235.5851,10930.4821,-83.9209,-22672.6443
2.4664,-235.5973,10930.4821,-83.9209,-22672.6443
2.4615,-235.6049,10930.4701,-83.9394,-22672.5757
2.4676,-235.5758,10930.4701,-83.9394,-22672.5757
2.4668,-235.5834,10930.4839,-83.9088,-22672.5747
2.4701,-235.5913,10930.485,-83.956,-22672.5998
2.4746,-235.5811,10930.485,-83.956,-22672.5998
2.4747,-235.575,10930.5135,-84.1244,-22672.7222
2.4756,-235.5729,10930.5135,-84.1244,-22672.7222
2.4772,-235.5989,10930.5108,-84.1487,-22672.7949
2.4765,-235.5762,10930.5059,-84.1489,-22672.7896
2.4757,-235.5717,10930.5059,-84.1489,-22672.7896
2.4762,-235.5728,10930.5078,-84.1397,-22672.7004
2.487,-235.574,10930.5078,-84.1397,-22672.7004
2.4781,-235.5703,10930.5142,-84.1128,-22672.6597
2.4813,-235.5768,10930.5198,-84.0821,-22672.6927
2.48,-235.5839,10930.5198,-84.0821,-22672.6927
2.4829,-235.5777,10930.4917,-83.9171,-22672.6949
2.4809,-235.5761,10930.4917,-83.9171,-22672.6949
2.48,-235.5817,10930.4849,-83.8177,-22672.6843
2.4797,-235.5913,10930.4812,-83.8592,-22672.7002
2.4785,-235.5777,10930.4812,-83.8592,-22672.7002
2.4859,-235.5977,10930.5049,-84.079,-22672.7083
2.4883,-235.5983,10930.5049,-84.079,-22672.7083
2.4723,-235.652,10930.5029,-84.1847,-22672.6677
2.4914,-235.5962,10930.5117,-84.1108,-22672.5919
2.49,-235.586,10930.5117,-84.1108,-22672.5919
2.4867,-235.5974,10930.5219,-84.1136,-22672.6056
2.4899,-235.5788,10930.5219,-84.1136,-22672.6056
2.4852,-235.5778,10930.5253,-84.1141,-22672.6382
2.491,-235.5838,10930.5186,-84.1437,-22672.7319
2.4901,-235.602,10930.5186,-84.1437,-22672.7319
2.4902,-235.5831,10930.5127,-84.138,-22672.7307
2.4908,-235.6021,10930.5127,-84.138,-22672.7307
2.4937,-235.616,10930.5105,-84.1468,-22672.7154
2.4946,-235.5963,10930.5261,-84.2038,-22672.6584
2.4972,-235.5764,10930.5261,-84.2038,-22672.6584
2.4956,-235.5799,10930.5433,-84.2066,-22672.6643
2.491,-235.5782,10930.5433,-84.2066,-22672.6643
2.4954,-235.5776,10930.5454,-84.2043,-22672.66
2.4953,-235.5813,10930.5323,-84.125,-22672.6463
2.4971,-235.5887,10930.5323,-84.125,-22672.6463
2.4928,-235.5872,10930.517,-84.1644,-22672.6578
2.4966,-235.5845,10930.5186,-84.1627,-22672.6611
2.4961,-235.5879,10930.5186,-84.1627,-22672.6611
2.4961,-235.581,10930.5262,-84.241,-22672.6856
2.4988,-235.5953,10930.5262,-84.241,-22672.6856
2.4971,-235.5843,10930.5408,-84.2334,-22672.6391
2.4931,-235.5949,10930.5389,-84.2456,-22672.6596
2.4941,-235.5974,10930.5389,-84.2456,-22672.6596
2.4927,-235.5899,10930.5407,-84.2111,-22672.7458
2.4576,-235.6259,10930.5407,-84.2111,-22672.7458
2.4907,-235.619,10930.5411,-84.1503,-22672.7037
2.4926,-235.5858,10930.5473,-84.1576,-22672.7138
2.4897,-235.5863,10930.5473,-84.1576,-22672.7138
2.486,-235.5906,10930.5421,-84.1468,-22672.5899
2.492,-235.5903,10930.5421,-84.1468,-22672.5899
2.4897,-235.608,10930.5413,-84.1976,-22672.6579
2.4875,-235.5851,10930.542,-84.1666,-22672.6597
2.4875,-235.5992,10930.542,-84.1666,-22672.6597
2.4853,-235.5955,10930.5322,-83.9591,-22672.7056
2.4806,-235.5928,10930.5322,-83.9591,-22672.7056
2.4829,-235.5826,10930.5234,-83.9802,-22672.7235
2.4807,-235.5842,10930.5166,-84.0105,-22672.7012
2.4825,-235.5867,10930.5166,-84.0105,-22672.7012
2.4836,-235.5873,10930.5304,-84.224,-22672.6108
2.4821,-235.5826,10930.5304,-84.224,-22672.6108
2.4859,-235.5802,10930.5287,-84.1968,-22672.5657
2.4847,-235.5838,10930.534,-84.142,-22672.5535
2.4832,-235.5873,10930.534,-84.142,-22672.5535
2.4819,-235.5768,10930.5365,-84.1553,-22672.6323
2.4846,-235.5778,10930.5365,-84.1553,-22672.6323
2.4841,-235.5806,10930.5437,-84.1427,-22672.6167
2.4846,-235.5718,10930.5555,-84.1762,-22672.65
2.4892,-235.5791,10930.5555,-84.1762,-22672.65
2.4911,-235.5772,10930.5498,-84.1139,-22672.6545
2.488,-235.5813,10930.5498,-84.1139,-22672.6545
2.4886,-235.5939,10930.5468,-84.1305,-22672.6514
2.4821,-235.5737,10930.527,-84.153,-22672.6614
2.4866,-235.5761,10930.527,-84.153,-22672.6614
2.4851,-235.5816,10930.5346,-84.154,-22672.6755
2.4898,-235.5753,10930.5346,-84.154,-22672.6755
2.4919,-235.5697,10930.5322,-84.1577,-22672.6989
2.4924,-235.5721,10930.5345,-84.2149,-22672.7115
2.4887,-235.5831,10930.5345,-84.2149,-22672.7115
2.4872,-235.5811,10930.528,-84.2432,-22672.731
2.4897,-235.5918,10930.5302,-84.2387,-22672.7197
2.4912,-235.59,10930.5302,-84.2387,-22672.7197
2.4903,-235.5937,10930.5466,-84.1451,-22672.7639
2.491,-235.5708,10930.5466,-84.1451,-22672.7639
2.4885,-235.575,10930.5406,-84.14,-22672.7548
2.4889,-235.5769,10930.5433,-84.1394,-22672.7504
2.4903,-235.5963,10930.5433,-84.1394,-22672.7504
2.4802,-235.5945,10930.5397,-84.1698,-22672.6291
2.4907,-235.5831,10930.5397,-84.1698,-22672.6291
2.4917,-235.578,10930.5443,-84.2434,-22672.5723
2.4945,-235.577,10930.5386,-84.2462,-22672.5304
2.4919,-235.5717,10930.5386,-84.2462,-22672.5304
2.4866,-235.573,10930.5154,-84.2749,-22672.503
2.4887,-235.5771,10930.5154,-84.2749,-22672.503
2.4914,-235.5718,10930.5185,-84.2355,-22672.537
2.4916,-235.5714,10930.5162,-84.2306,-22672.5634
2.4916,-235.5859,10930.5162,-84.2306,-22672.5634
2.4916,-235.5761,10930.5428,-84.2031,-22672.6555
2.4893,-235.574,10930.5428,-84.2031,-22672.6555
2.4854,-235.5723,10930.5418,-84.2356,-22672.6964
2.4886,-235.571,10930.558,-84.1987,-22672.7331
2.4853,-235.5717,10930.558,-84.1987,-22672.7331
